text,id
Dragonfly 2.0 used spearphishing with Microsoft Office attachments to target victims., T1193 
Elderwood has delivered zero-day exploits and malware to victims via targeted emails containing malicious attachments., T1193 
Emotet has been delivered by phishing emails containing attachments., T1193 
FIN4 has used spearphishing emails containing attachments   with embedded malicious macros., T1193 
FIN7 sent spearphishing emails with either malicious Microsoft Documents or RTF files attached., T1193 
FIN8 has distributed targeted emails containing Word documents with embedded malicious macros., T1193 
Gallmaker sent emails with malicious Microsoft Office documents attached., T1193 
Gorgon Group sent emails to victims with malicious Microsoft Office documents attached., T1193 
"Kimsuky has used emails containing Word, Excel and/or HWP   documents in their spearphishing campaigns.", T1193 
Lazarus Group has targeted victims with spearphishing emails containing malicious Microsoft Word documents., T1193 
"Leviathan has sent spearphishing emails with malicious attachments, including  ,  , and   files.", T1193 
Machete has delivered spearphishing emails that contain a zipped file with malicious contents., T1193 
"Magic Hound sent malicious attachments to victims over email, including an Excel spreadsheet containing macros to download Pupy.", T1193 
menuPass has sent malicious Office documents via email as part of spearphishing campaigns as well as executables disguised as documents., T1193 
MuddyWater has compromised third parties and used compromised accounts to send spearphishing emails with targeted attachments to recipients., T1193 
OceanSalt has been delivered via spearphishing emails with Microsoft Office attachments., T1193 
OilRig has sent spearphising emails with malicious attachments to potential victims using compromised and/or spoofed email accounts., T1193 
Patchwork has used spearphishing with an attachment to deliver files with exploits to initial victims., T1193 
PLATINUM has sent spearphishing emails with attachments to victims as its primary initial access vector., T1193 
Rancor has attached a malicious document to an email to gain initial access., T1193 
"Silence has sent emails with malicious DOCX, CHM and ZIP attachments.", T1193 
TA459 has targeted victims using spearphishing emails with malicious Microsoft Word attachments., T1193 
TA505 has used spearphishing emails with malicious attachments to initially compromise victims., T1193 
The White Company has sent phishing emails with malicious Microsoft Word attachments to victims., T1193 
TrickBot has used an email with an Excel sheet containing a malicious macro to deploy the malware, T1193 
Tropic Trooper sent spearphishing emails that contained malicious Microsoft Office attachments., T1193 
Turla has used spearphishing emails to deliver BrainTest as a malicious attachment., T1193 
APT28 sent spearphishing emails which used a URL-shortener service to masquerade as a legitimate service and to redirect targets to credential harvesting sites., T1192 
APT29 has used spearphishing with a link to trick victims into clicking on a link to a zip file containing malicious files., T1192 
APT32 has sent spearphishing emails containing malicious links., T1192 
APT33 has sent spearphishing emails containing links to   files., T1192 
APT39 leveraged spearphishing emails with malicious links to initially compromise victims., T1192 
Cobalt Group has sent emails with URLs pointing to malicious documents., T1192 
Dragonfly 2.0 used spearphishing with PDF attachments containing malicious links that redirected to credential harvesting websites., T1192 
Elderwood has delivered zero-day exploits and malware to victims via targeted emails containing a link to malicious content hosted on an uncommon Web server., T1192 
Emotet has been delivered by phishing emails containing links., T1192 
FIN4 has used spearphishing emails   containing malicious links., T1192 
FIN8 has distributed targeted emails containing links to malicious documents with embedded macros., T1192 
Kimsuky has used an email containing a link to a document that contained malicious macros., T1192 
"Leviathan has sent spearphishing emails with links, often using a fraudulent lookalike domain and stolen branding.", T1192 
Machete has sent phishing emails that contain a link to an external server with ZIP and RAR archives., T1192 
Magic Hound sent shortened URL links over email to victims., T1192 
The URLs linked to Word documents with malicious macros that execute PowerShells scripts to download Pupy., T1192 
Night Dragon sent spearphishing emails containing links to compromised websites where malware was downloaded., T1192 
OilRig has sent spearphising emails with malicious links to potential victims., T1192 
Patchwork has used spearphishing with links to deliver files with exploits to initial victims., T1192 
"The group has used embedded image tags   with unique, per-recipient tracking links in their emails for the purpose of identifying which recipients opened messages.", T1192 
Stolen Pencil sent spearphishing emails containing links to domains controlled by the threat actor., T1192 
TA505 has sent spearphishing emails containing malicious links., T1192 
Turla attempted to trick targets into clicking on a link featuring a seemingly legitimate domain from Adobe  to download their malware and gain initial access., T1192 
Dark Caracal spearphished victims via Facebook and Whatsapp., T1194 
FIN6 has used fake job advertisements sent via LinkedIn to spearphish targets., T1194 
Magic Hound used various social media channels to spearphish victims., T1194 
OilRig has used LinkedIn to send spearphishing links., T1194 
Ebury has hijacked the OpenSSH process by injecting into the existing session as opposed to creating a new session., T1184 
3PARA RAT uses HTTP for command and control., T1071 
4H RAT uses HTTP for command and control., T1071 
ADVSTORESHELL connects to port 80 of a C2 server using Wininet API., T1071 
Agent Tesla has used HTTP and SMTP for C2 communications., T1071 
APT18 uses HTTP and DNS for C2 communications., T1071 
APT19 used HTTP for C2 communications., T1071 
APT19 also used an HTTP malware variant to communicate over HTTP for C2., T1071 
"APT28 used SMTP as a communication channel in various implants, initially using self-registered Google Mail accounts and later compromised email servers of its victims.", T1071 
"Later implants such as CHOPSTICK use a blend of HTTP and other legitimate channels, depending on module configuration.", T1071 
APT32 has used JavaScript that communicates over HTTP or HTTPS to attacker controlled domains to download additional frameworks., T1071 
The group has also used email for C2 via an Office macro., T1071 
The group's backdoor can also exfiltrate data by encoding it in the subdomain field of DNS packets., T1071 
APT33 has used HTTP for command and control., T1071 
APT37 uses HTTPS to conceal C2 communications., T1071 
"APT38 used a backdoor, QUICKRIDE, to communicate to the C2 server over HTTP and HTTPS.", T1071 
APT41 used DNS for C2 communications., T1071 
BACKSPACE uses HTTP as a transport to communicate with its command server., T1071 
BADNEWS establishes a backdoor over HTTP., T1071 
BadPatch uses HTTP and SMTP for C2., T1071 
Bankshot uses HTTP for command and control communication., T1071 
BBSRAT uses GET and POST requests over HTTP or HTTPS for command and control to obtain commands and send ZLIB compressed data back to the C2 server., T1071 
Bisonal uses HTTP for C2 communications., T1071 
BlackEnergy communicates with its C2 server over HTTP., T1071 
BONDUPDATER can use DNS and TXT records within its DNS tunneling protocol for command and control., T1071 
"Some Brave Prince variants have used South Korea's Daum email service to exfiltrate information, and later variants have posted the data to a web server via an HTTP post command.", T1071 
BRONZE BUTLER malware has used HTTP for C2., T1071 
BUBBLEWRAP can communicate using HTTP or HTTPS., T1071 
Cannon uses SMTP/S and POP3/S for C2 communications by sending and receiving emails., T1071 
The Carbanak malware communicates to its command server using HTTP with an encrypted payload., T1071 
Cardinal RAT is downloaded using HTTP over port 443., T1071 
ChChes communicates to its C2 server over HTTP and embeds data within the Cookie HTTP header., T1071 
China Chopper's server component executes code sent via HTTP POST commands., T1071 
"Various implementations of CHOPSTICK communicate with C2 over HTTP, SMTP, and POP3.", T1071 
One variant of CloudDuke uses HTTP and HTTPS for C2., T1071 
Cobalt Group has used HTTPS and DNS tunneling for C2., T1071 
The group has also used the Plink utility to create SSH tunnels., T1071 
"Cobalt Strike uses a custom command and control protocol that is encapsulated in HTTP, HTTPS, or DNS.", T1071 
"In addition, it conducts peer-to-peer communication over Windows named pipes encapsulated in the SMB protocol.", T1071 
All protocols use their standard assigned ports., T1071 
Cobian RAT uses DNS for C2., T1071 
Comnie uses HTTP for C2 communication., T1071 
ComRAT has used HTTP requests for command and control., T1071 
CORALDECK has exfiltrated data in HTTP POST headers., T1071 
"CORESHELL can communicate over HTTP, SMTP, and POP3 for C2.", T1071 
CosmicDuke can use HTTP or HTTPS for command and control to hard-coded C2 servers., T1071 
CozyCar's main method of communicating with its C2 servers is using HTTP or HTTPS., T1071 
Dark Caracal's version of Bandook communicates with their server over a TCP port using HTTP payloads Base64 encoded and suffixed with the string ?????&&&?????, T1071 
DarkComet can use HTTP for C2 communications., T1071 
Daserf uses HTTP for C2., T1071 
DealersChoice uses HTTP for communication with the C2 server., T1071 
Denis has used DNS tunneling for C2 communications., T1071 
Dipsind uses HTTP for C2., T1071 
DownPaper communicates to its C2 server over HTTP., T1071 
Dragonfly 2.0 used SMB for C2., T1071 
Dridex has used HTTPS for C2 communications., T1071 
"Duqu uses a custom command and control protocol that communicates over commonly used ports, and is frequently encapsulated by application layer protocols.", T1071 
DustySky has used both HTTP and HTTPS for C2., T1071 
Dyre uses HTTPS for C2 communications., T1071 
Ebury has used DNS requests over UDP port 53., T1071 
Elise communicates over HTTP or HTTPS for C2., T1071 
ELMER uses HTTP for command and control., T1071 
Emissary uses HTTP or HTTPS for C2., T1071 
Empire can conduct command and control over protocols like HTTP and HTTPS., T1071 
Epic uses HTTP and HTTPS for C2 communications., T1071 
EvilBunny has executed C2 commands directly via HTTP., T1071 
Exaramel for Linux uses HTTPS for C2 communications., T1071 
Some variants of FakeM use SSL to communicate with C2 servers., T1071 
Felismus uses HTTP for C2., T1071 
FELIXROOT uses HTTP and HTTPS to communicate with the C2 server., T1071 
FIN4 has used HTTP POST requests to transmit data., T1071 
FIN6 used the Plink command-line utility to create SSH tunnels to C2 servers., T1071 
"FIN7 has performed C2 using DNS via A, OPT, and TXT records.", T1071 
Final1stspy uses HTTP for C2., T1071 
FlawedAmmyy has used HTTP for C2., T1071 
FLIPSIDE uses RDP to tunnel traffic from a victim environment., T1071 
A Gamaredon Group file stealer can communicate over HTTP for C2., T1071 
Gazer communicates with its C2 servers over HTTP., T1071 
GeminiDuke uses HTTP and HTTPS for command and control., T1071 
Gold Dragon uses HTTP for communication to the control servers., T1071 
GravityRAT uses HTTP for C2., T1071 
GreyEnergy uses HTTP and HTTPS for C2 communications., T1071 
"The ""Uploader"" variant of HAMMERTOSS visits a hard-coded server over HTTP/S to download the images HAMMERTOSS uses to receive commands.", T1071 
HAWKBALL has used HTTP to communicate with a single hard-coded C2 server., T1071 
Helminth can use HTTP or DNS for C2., T1071 
Honeybee uses FTP for command and control., T1071 
"HTTPBrowser has used HTTP, HTTPS, and DNS for command and control.", T1071 
httpclient uses HTTP for command and control., T1071 
HyperBro has used HTTPS for C2 communications., T1071 
InvisiMole uses HTTP for C2 communications., T1071 
Ixeshe uses HTTP for command and control., T1071 
JHUHUGIT variants have communicated with C2 servers over HTTP and HTTPS., T1071 
JPIN can communicate over FTP and send email over SMTP., T1071 
"Kazuar uses HTTP, HTTPS, FTP, and FTPS to communicate with the C2 server.", T1071 
Kazuar can also act as a webserver and listen for inbound HTTP requests through an exposed API., T1071 
Ke3chang malware RoyalCli and BS2005 have communicated over HTTP with the C2 server through Internet Explorer   by using the COM interface IWebBrowser2., T1071 
"Additionally, Ke3chang malware RoyalDNS has used DNS for C2.", T1071 
Keydnap uses HTTPS for command and control., T1071 
The Komplex C2 channel uses HTTP POST requests., T1071 
KONNI has used HTTP for C2., T1071 
A Lazarus Group malware sample conducts C2 over HTTP., T1071 
LightNeuron uses SMTP for C2., T1071 
LOWBALL command and control occurs via HTTPS over port 443., T1071 
Machete uses FTP and HTTP for Command & Control., T1071 
Machete malware used FTP and Python?????s urllib library to make HTTP requests to the C2 server., T1071 
MacSpy uses HTTP for command and control., T1071 
Magic Hound malware has used HTTP and IRC for C2., T1071 
Matroyshka uses DNS for C2., T1071 
Micropsia uses HTTP and HTTPS for C2 network communications., T1071 
MiniDuke uses HTTP and HTTPS for command and control., T1071 
Mis-Type network traffic can communicate over HTTP., T1071 
NanHaiShu uses DNS for the C2 communications., T1071 
"NavRAT uses the email platform, Naver, for C2 communications, leveraging SMTP.", T1071 
NETEAGLE will attempt to detect if the infected host is configured to a proxy., T1071 
"If so, NETEAGLE will send beacons via an HTTP POST request; otherwise it will send beacons via UDP/6000.", T1071 
NETEAGLE will also use HTTP to download resources that contain an IP address and Port Number pair to connect to for further C2., T1071 
Adversaries can also use NETEAGLE to establish an RDP connection with a controller over TCP/7519., T1071 
Night Dragon has used HTTP for C2., T1071 
NOKKI has used FTP and HTTP for C2 communications., T1071 
Octopus uses HTTP for C2 communications., T1071 
OilRig has used HTTP and DNS for C2., T1071 
The group has also used the Plink utility and other tools to create tunnels to C2 servers., T1071 
OLDBAIT can use HTTP or SMTP for C2., T1071 
OnionDuke uses HTTP and HTTPS for C2., T1071 
OopsIE uses HTTP for C2 communications., T1071 
Orangeworm has used HTTP for C2., T1071 
OwaAuth uses incoming HTTP requests with a username keyword and commands and handles them as instructions to perform actions., T1071 
PinchDuke transfers files from the compromised host via HTTP or HTTPS to a C2 server., T1071 
Pisloader uses DNS as its C2 protocol., T1071 
PlugX can be configured to use HTTP or DNS for command and control., T1071 
pngdowner uses HTTP for command and control., T1071 
PoshC2 can use protocols like HTTP/HTTPS for command and control traffic., T1071 
POWERSOURCE uses DNS TXT records for C2., T1071 
POWERTON has used HTTP/HTTPS for C2 traffic., T1071 
POWRUNER can use HTTP and DNS for C2 communications., T1071 
Proxysvc uses HTTP over SSL to communicate commands with the control server., T1071 
Psylo uses HTTPS for C2., T1071 
Pteranodon can use HTTP for C2., T1071 
PUNCHBUGGY enables remote interaction and can obtain additional code over HTTPS GET and POST requests., T1071 
Pupy can communicate over HTTP for C2., T1071 
"QUADAGENT uses HTTPS, HTTP, and DNS for C2 communications.", T1071 
Rancor has used HTTP for C2., T1071 
RARSTONE uses SSL to encrypt its communication with its C2 server., T1071 
RATANKBA uses HTTP/HTTPS for command and control communication., T1071 
Some Reaver variants use HTTP for C2., T1071 
RedLeaves can communicate to its C2 over HTTP and HTTPS if directed., T1071 
"The Regin malware platform supports many standard protocols, including HTTP, HTTPS, and SMB.", T1071 
Remexi uses BITSAdmin to communicate with the C2 server over HTTP., T1071 
"Remsec is capable of using HTTP, HTTPS, SMTP, and DNS for C2.", T1071 
RGDoor uses HTTP for C2 communications., T1071 
"APT12 has used RIPTIDE, a RAT that uses HTTP to communicate.", T1071 
ROKRAT use HTTPS for all command and control communication methods., T1071 
S-Type uses HTTP for C2., T1071 
Sakula uses HTTP for C2., T1071 
SeaDuke uses HTTP and HTTPS for C2., T1071 
Seasalt uses HTTP for C2 communications., T1071 
ServHelper uses HTTP for C2., T1071 
Shamoon uses HTTP for C2., T1071 
"SilverTerrier uses SMTP, FTP, and HTTP for C2 communications.", T1071 
Smoke Loader uses HTTP for C2., T1071 
SNUGRIDE communicates with its C2 server over HTTP., T1071 
SpeakUp uses POST and GET requests over HTTP to communicate with its main C&C server., T1071 
Sys10 uses HTTP for C2., T1071 
TEXTMATE uses DNS TXT records for C2., T1071 
Threat Group-3390 malware has used HTTP for C2., T1071 
"TrickBot uses HTTPS to communicate with its C2 servers, to get malware updates, modules that perform most of the malware logic and various configuration files.", T1071 
Turla has used HTTP and HTTPS for C2 communications., T1071 
UBoatRAT has used HTTP for C2 communications., T1071 
Umbreon provides access to the system via SSH or any other protocol that uses PAM to authenticate., T1071 
"UPPERCUT has used HTTP for C2, including sending error codes in Cookie headers.", T1071 
Ursnif has used HTTPS for C2 as well as HTTP POSTs to exfil gathered information., T1071 
Vasport creates a backdoor by making a connection using a HTTP POST., T1071 
VERMIN uses HTTP for C2 communications., T1071 
WinMM uses HTTP for C2., T1071 
WIRTE has used HTTP for network communication., T1071 
XAgentOSX contains the ftpUpload function to use the FTPManage  method to upload files from the target system., T1071 
Xbash uses HTTP for C2 communications., T1071 
Yahoyah uses HTTP for C2., T1071 
"Zebrocy uses HTTP, SMTP, and POP3 for C2.", T1071 
ZeroT has used HTTP for C2., T1071 
Zeus Panda uses HTTP for C2 communications., T1071 
ZLib communicates over HTTP for C2., T1071 
ZxShell has used HTTP and FTP for connections., T1071 
3PARA RAT command and control commands are encrypted within the HTTP C2 channel using the DES algorithm in CBC mode with a key derived from the MD5 hash of the string HYF54&%9&jkMCXuiS., T1032 
adbupd contains a copy of the OpenSSL library to encrypt C2 traffic., T1032 
APT33 has used AES for encryption of command and control traffic., T1032 
Azorult can encrypt C2 traffic using XOR., T1032 
BISCUIT uses SSL for encrypting C2 communications., T1032 
BRONZE BUTLER has used RC4 encryption   and AES   to obfuscate HTTP traffic., T1032 
CallMe uses AES to encrypt C2 traffic., T1032 
Carbanak encrypts the message body of HTTP traffic with RC2   and Base64 encoding., T1032 
"Chaos provides a reverse shell connection on 8338/TCP, encrypted via AES.", T1032 
ChChes can encrypt C2 traffic with AES., T1032 
CHOPSTICK encrypts C2 communications with RC4 as well as TLS., T1032 
Cobalt Group has used the Plink utility to create SSH tunnels., T1032 
Daserf uses RC4 encryption to obfuscate HTTP traffic., T1032 
Dipsind encrypts C2 data with AES256 in ECB mode., T1032 
Downdelph uses RC4 to encrypt C2 responses., T1032 
Dridex has encrypted traffic with RSA and RC4., T1032 
The Duqu command and control protocol's data stream can be encrypted with AES-CBC., T1032 
Elise encrypts exfiltrated data with RC4., T1032 
Emotet is known to use RSA keys for encrypting C2 traffic., T1032 
Empire can use TLS to encrypt its C2 channel., T1032 
Epic encrypts commands from the C2 server using a hardcoded key., T1032 
Some variants of FakeM use RC4 to encrypt C2 traffic., T1032 
Some Felismus samples use AES to encrypt C2 traffic., T1032 
FIN6 used the Plink command-line utility to create SSH tunnels to C2 servers., T1032 
FIN8 has used the Plink utility to tunnel RDP back to C2 infrastructure., T1032 
FlawedAmmyy has used SEAL encryption during the initial C2 handshake., T1032 
gh0st RAT uses RC4 and XOR to encrypt C2 traffic., T1032 
GreyEnergy encrypts communications using AES256 and RSA-2048., T1032 
H1N1 encrypts C2 traffic using an RC4 key., T1032 
Helminth encrypts data sent to its C2 server over HTTP with RC4., T1032 
Koadic can use SSL and TLS for communications., T1032 
Lazarus Group malware uses Caracachs encryption to encrypt C2 payloads., T1032 
LightNeuron uses AES to encrypt C2 traffic., T1032 
Machete has relied on TLS-encrypted FTP to transfer data out of target environments., T1032 
MobileOrder uses AES to encrypt C2 communications., T1032 
MoonWind encrypts C2 traffic using RC4 with a static key., T1032 
NanoCore uses DES to encrypt the C2 traffic., T1032 
NDiskMonitor uses AES to encrypt certain information sent over its C2 channel., T1032 
"NETEAGLE will decrypt resources it downloads with HTTP requests by using RC4 with the key ""ScoutEagle.""", T1032 
Nidiran uses RC4 to encrypt C2 traffic., T1032 
OilRig used the Plink utility and other tools to create tunnels to C2 servers., T1032 
PoisonIvy uses the Camellia cipher to encrypt communications., T1032 
POSHSPY encrypts C2 traffic with AES and RSA., T1032 
POWERSTATS has encrypted C2 traffic with RSA., T1032 
POWERTON has used AES for encrypting C2 traffic., T1032 
Prikormka encrypts some C2 traffic with the Blowfish cipher., T1032 
QuasarRAT uses AES to encrypt network communication., T1032 
"RedLeaves has encrypted C2 traffic with RC4, previously using keys of 88888888 and babybear.", T1032 
Remsec's network loader encrypts C2 traffic with RSA and RC6., T1032 
"APT12 has used the RIPTIDE RAT, which communicates over HTTP with a payload encrypted with RC4.", T1032 
SeaDuke C2 traffic has been encrypted with RC4 and AES., T1032 
"ServHelper may set up a reverse SSH tunnel to give the attacker access to services running on the victim, such as RDP.", T1032 
SNUGRIDE encrypts C2 traffic using AES with a static key., T1032 
Stealth Falcon malware encrypts C2 traffic using RC4 with a hard-coded key., T1032 
Taidoor uses RC4 to encrypt the message body of HTTP content., T1032 
Tropic Trooper uses SSL to connect to C2 servers., T1032 
Some versions of UPPERCUT have used the hard-coded string ?????this is the encrypt key?????for Blowfish encryption when communicating with a C2., T1032 
Later versions have hard-coded keys uniquely for each C2 address., T1032 
Some Volgmer variants use SSL to encrypt C2 communications., T1032 
XTunnel uses SSL/TLS and RC4 to encrypt traffic., T1032 
Zebrocy uses SSL and AES ECB for encrypting C2 communications., T1032 
ZeroT has used RC4 to encrypt C2 traffic., T1032 
APT29 uses TCP for C2 communications., T1095 
An APT3 downloader establishes SOCKS5 connections for its initial C2., T1095 
BUBBLEWRAP can communicate using SOCKS., T1095 
Carbon uses TCP and UDP for C2., T1095 
Crimson uses a custom TCP protocol for C2., T1095 
Derusbi binds to a raw socket on a random source port between 31800 and 31900 for C2., T1095 
HiddenWasp communicates with a simple network protocol over TCP., T1095 
Mis-Type network traffic can communicate over a raw socket., T1095 
MoonWind completes network communication via raw sockets., T1095 
"If NETEAGLE does not detect a proxy configured on the infected machine, it will send beacons via UDP/6000.", T1095 
"Also, after retrieving a C2 IP address and Port Number, NETEAGLE will initiate a TCP connection to this socket.", T1095 
The ensuing connection is a plaintext C2 channel in which commands are specified by DWORDs., T1095 
PHOREAL communicates via ICMP for C2., T1095 
PLATINUM has used the Intel???? Active Management Technology   Serial-over-LAN   channel for command and control., T1095 
PlugX can be configured to use raw TCP or UDP for command and control., T1095 
Some Reaver variants use raw TCP for C2., T1095 
The Regin malware platform can use ICMP to communicate between infected computers., T1095 
"Remsec is capable of using ICMP, TCP, and UDP for C2.", T1095 
WINDSHIELD C2 traffic can communicate via TCP raw sockets., T1095 
jRAT can list and manage startup entries., T1165 
"APT28 has used several malicious applications to steal user OAuth access tokens including applications masquerading as ""Google Defender"" ""Google Email Protection,"" and ""Google Scanner"" for Gmail users.", T1528 
"They also targeted Yahoo users with applications masquerading as ""Delivery Service"" and ""McAfee Email Protection"".", T1528 
A physical second factor key that uses the target login domain as part of the negotiation protocol will prevent session cookie theft through proxy methods., T1539 
Train users to identify aspects of phishing attempts where they're asked to enter credentials into a site that has the incorrect domain for the application they are logging into., T1539 
"APT38 has used DYEPACK to create, delete, and alter records in databases used for SWIFT transactions.", T1492 
"FIN4 has created rules in victims' Microsoft Outlook accounts to automatically delete emails containing words such as ?????hacked,"" ""phish,"" and ?????malware"" in a likely attempt to prevent organizations from communicating about their activities.", T1492 
"By requiring a password, even if an adversary can get terminal access, they must know the password to run anything in the sudoers file.", T1169 
The sudoers file should be strictly edited such that passwords are always required and that users can't spawn risky processes as users with higher privilege., T1169 
Proton modifies the tty_tickets line in the sudoers file., T1206 
"APT41 gained access to production environments where they could inject malicious code into legitimate, signed files and widely distribute them to end users.", T1195 
"CCBkdr was added to a legitimate, signed version 5.33 of the CCleaner software and distributed on CCleaner's distribution site.", T1195 
Elderwood has targeted manufacturers in the supply chain for the defense industry., T1195 
Smoke Loader was distributed through a compromised update to a Tor client with a coin miner payload., T1195 
Hacking Team UEFI Rootkit is a UEFI BIOS rootkit developed by the company Hacking Team to persist remote access software on some targeted systems., T1019 
LoJax is a UEFI BIOS rootkit deployed to persist remote access software on some targeted systems., T1019 
Trojan.Mebromi performs BIOS modification and can download and execute a file as well as protect itself from removal., T1019 
4H RAT sends an OS version identifier in its beacons., T1082 
admin@338 actors used the following commands after exploiting a machine with LOWBALL malware to obtain information about the O  ver >> directory, T1082 
ADVSTORESHELL can run Systeminfo to gather information about the victim., T1082 
"Agent Tesla collects the system's computer name and also has the capability to collect information on the processor, memory, and video card from the system.", T1082 
APT18 can collect system information from the victim?????s machine., T1082 
APT19 collected system architecture information., T1082 
APT19 used an HTTP malware variant and a Port 22 malware variant to gather the hostname and CPU information from the victim?????s machine., T1082 
APT3 has a tool that can obtain information about the local system., T1082 
APT32 has collected the OS version and computer name from victims., T1082 
"One of the group's backdoors can also query the Windows Registry to gather system information, and another macOS backdoor performs a fingerprint of the machine on its first connection to the C&C server.", T1082 
"APT37 collects the computer name, the BIOS model, and execution path.", T1082 
Astaroth collects the machine name and keyboard language from the system., T1082 
"Azorult can collect the machine information, system architecture, the OS version, computer name, Windows product name, the number of CPU cores, video card information, and the system language.", T1082 
BabyShark has executed the ver command., T1082 
Backdoor.Oldrea collects information about the OS and computer name., T1082 
"During its initial execution, BACKSPACE extracts operating system information from the infected host.", T1082 
BADCALL collects the computer name and host name on the compromised system., T1082 
"BadPatch collects the OS system, OS version, MAC address, and the computer name from the victim?????s machine.", T1082 
"BISCUIT has a command to collect the processor type, operation system, computer name, uptime, and whether the system is a laptop or PC.", T1082 
Bisonal has a command to gather system information from the victim?????s machine., T1082 
"BlackEnergy has used Systeminfo to gather the OS version, as well as information on the system configuration, BIOS, the motherboard, and the processor.", T1082 
Brave Prince collects hard drive content and system configuration information., T1082 
"BUBBLEWRAP collects system information, including the operating system version and hostname.", T1082 
"Cannon can gather system information from the victim?????s machine such as the OS version, machine name, and drive information.", T1082 
"Cardinal RAT can collect the hostname, Microsoft Windows version, and processor architecture from a victim machine.", T1082 
"ChChes collects the victim hostname, window resolution, and Microsoft Windows version.", T1082 
cmd can be used to find information about the operating system., T1082 
Comnie collects the hostname of the victim machine., T1082 
"CORESHELL collects hostname, volume serial number and OS version data from the victim and sends the information to its C2 server.", T1082 
Crimson contains a command to collect the victim PC name and operating system., T1082 
"DarkComet can collect the computer name, RAM used, and operating system version from the victim?????s machine.", T1082 
"Darkhotel has collected the hostname, OS version, service pack version, and the processor architecture from the victim?????s machine.", T1082 
Denis collects OS information and the computer name from the victim?????s machine., T1082 
"Derusbi gathers the name of the local host, version of GNU Compiler Collection  , and the system information about the CPU, machine, and operating system.", T1082 
"DownPaper collects the victim host name and serial number, and then sends the information to the C2 server.", T1082 
Elise executes systeminfo after initial communication is made to the remote server., T1082 
"Emissary has the capability to execute ver, systeminfo, and gpresult commands.", T1082 
"Empire can enumerate host system information like OS, architecture, applied patches, and more.", T1082 
"Epic collects the OS version, hardware information, computer name, available system memory status, disk space information, and system and user language settings.", T1082 
"FALLCHILL can collect operating system   version information, processor information, system name, and information about installed disks from the victim.", T1082 
"Felismus collects the system information, including hostname and OS version, and sends it to the C2 server.", T1082 
"FELIXROOT collects the victim?????s computer name, processor architecture, OS version, volume serial number, and system type.", T1082 
Final1stspy obtains victim Microsoft Windows version information and CPU architecture., T1082 
FlawedAmmyy beacons out the victim operating system and computer name during the initial infection., T1082 
"Fysbis has used the command ls directory | egrep -e""fedora*|debian*|gentoo*|mandriva*|mandrake*|meego*|redhat*|lsb-*|sun-*|SUSE*|release"" to determine which Linux OS version is running.", T1082 
A Gamaredon Group file stealer can gather the victim's computer name and drive serial numbers to send to a C2 server., T1082 
Gold Dragon collects endpoint information using the systeminfo command., T1082 
"GravityRAT collects the MAC address, computer name, and CPU information.", T1082 
"GRIFFON has used a reconnaissance module that can be used to retrieve information about a victim's computer, including the resolution of the workstation .", T1082 
"HALFBAKED can obtain information about the OS, processor, and BIOS.", T1082 
"can collect system information, including computer name, system manufacturer, IsDebuggerPresent state, and execution path.", T1082 
"HAWKBALL can collect the OS version, architecture information, and computer name.", T1082 
Honeybee gathers computer name and information using the systeminfo command., T1082 
"HOPLIGHT has been observed collecting victim machine information like OS version, drivers, volume information and more.", T1082 
"Hydraq creates a backdoor through which remote attackers can retrieve information such as computer name, OS version, processor speed, memory size, and CPU speed.", T1082 
InnaputRAT gathers volume drive information and system information., T1082 
"InvisiMole can gather information on the mapped drives, OS version, computer name, and memory size.", T1082 
Ixeshe collects the computer name of the victim's system during the initial infection., T1082 
JHUHUGIT obtains a build identifier as well as victim hard drive information from Windows registry key    ., T1082 
Another JHUHUGIT variant gathers the victim storage volume serial number and the storage device name., T1082 
JPIN can obtain system information such as OS version and disk space., T1082 
jRAT collects information about the OS   as well as system up-time upon receiving a connection from a backdoor., T1082 
KARAE can collect system information., T1082 
Kasidet has the ability to obtain a victim's system name and operating system version., T1082 
Kazuar gathers information on the system and local drives., T1082 
Ke3chang performs operating system information discovery using systeminfo., T1082 
"KeyBoy can gather extended system information, such as information about the operating system, disks, and memory.", T1082 
"KEYMARBLE has the capability to collect the computer name, language settings, the OS version, CPU information, disk devices, and time elapsed since system start.", T1082 
Kimsuky has gathered information about the infected computer., T1082 
KOMPROGO is capable of retrieving information about the infected system., T1082 
"KONNI can gather the OS version, architecture information, connected drives, hostname, and computer name from the victim?????s machine.", T1082 
"Kwampirs collects OS version information such as registered owner details, manufacturer details, processor type, available storage, installed patches, hostname, version info, system date, and other system information by using the commands systeminfo, net config workstation, hostname, ver, set, and date directory", T1082 
"Several Lazarus Group malware families collect information on the type and version of the victim OS, as well as the victim computer name and CPU information.", T1082 
A Destover-like variant used by Lazarus Group also collects disk space information and sends it to its C2 server., T1082 
LightNeuron gathers the victim computer name using the Win32 API call GetComputerName., T1082 
Linfo creates a backdoor through which remote attackers can retrieve system information., T1082 
Machete collects the hostname of the target computer., T1082 
Magic Hound malware has used a PowerShell command to check the victim system architecture to determine if it is an x64 machine., T1082 
"Other malware has obtained the OS version, UUID, and computer/host name to send to the C2 server.", T1082 
Micropsia gathers the hostname and OS version from the victim?????s machine., T1082 
MirageFox can collect CPU and architecture information from the victim?????s machine., T1082 
The initial beacon packet for Mis-Type contains the operating system version and file system of the victim., T1082 
